,Name,City,Price,Star_Rating,Property_Demand,Property_id,Customers_Rating,Customers_Review,Type_of_room,reservations_Payment,Canelation,Max_persons,Bed_type,Tax,Review_title,Credit_card,Breakfst_included,Longitude_x,Latitude_y,Link
112,AlBaha Palace Furnished Apartment, Al Baha,SAR 200,4,Only 1 room left like this on our site,3685075,7.7, 260 reviews ,Double Room,null,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 15 taxes and charges  , Good ,Reservation possible without a credit card,null,41.4726524762573,20.0181546234611,https://www.booking.com/hotel/sa/qsr-lbh-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=368507503_184339117_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=113&highlighted_blocks=368507503_184339117_2_0_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=368507503_184339117_2_0_0__19977&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
113,ضيافة الفيحاء Dayafat Alfayha'a, Riyadh,SAR 200,4,Only 1 left like this on our site,5836989,8.9, 16 reviews ,Deluxe Junior Suite,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 10 taxes and charges  , Fabulous ,null,null,46.803294,24.687933,https://www.booking.com/hotel/sa/dyf-lfyh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=583698901_227891427_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=114&highlighted_blocks=583698901_227891427_2_2_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=583698901_227891427_2_2_0__20000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
114,الأوفــــاز 3 للوحـــدات السكنية, Nughaylah,SAR 200,4,Only 2 rooms like this left on our site,6384318,,null,Double or Twin Room with Private Bathroom,No prepayment needed,FREE cancellation,Max persons: 4,"2 beds
(2 large doubles)", +SAR 10 taxes and charges  ,null,null,null,42.619664,20.009925,https://www.booking.com/hotel/sa/wfz-3-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=638431803_252966935_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=115&highlighted_blocks=638431803_252966935_4_0_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=638431803_252966935_4_0_0__20000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
115,امواج الدار, Al Fayşalīyah,SAR 200,4,null,6190518,,null,Apartment,No prepayment needed,FREE cancellation,Max persons: 2,null, +SAR 20 taxes and charges  ,null,Reservation possible without a credit card,null,50.075361,26.365922,https://www.booking.com/hotel/sa/mwj-ldr-ldmm1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=619051802_241565072_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=116&highlighted_blocks=619051802_241565072_2_0_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=619051802_241565072_2_0_0__20000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
116,اجنحه ميثاق الفندقيه, Riyadh,SAR 200,4,Only 2 rooms like this left on our site,5313428,6.7, 107 reviews ,Family Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 single)", +SAR 10 taxes and charges  , Review score ,Reservation possible without a credit card,Breakfast included,46.7743432182465,24.7938159731357,https://www.booking.com/hotel/sa/jnhh-mythq-lfndqyh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=531342801_235839129_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=117&highlighted_blocks=531342801_235839129_2_1_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=531342801_235839129_2_1_0__20000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
117,Hayat Al Riyadh Hotel, Riyadh,SAR 203,4,Only 4 rooms like this left on our site,5922792,8.5, 322 reviews ,Deluxe Double or Twin Room,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 9 taxes and charges  , Very good ,Reservation possible without a credit card,null,46.7094564087372,24.6600974187461,https://www.booking.com/hotel/sa/fndq-hy-lryd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=592279202_242840836_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=118&highlighted_blocks=592279202_242840836_0_2_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=592279202_242840836_0_2_0__20250&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
118,Sumou Al Khobar Hotel, Al Khobar,SAR 210,4,Only 2 rooms like this left on our site,2648474,8.3," 1,416 reviews ",Standard King Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 22 taxes and charges  , Very good ,null,Breakfast included,50.215976536274,26.2713402327613,https://www.booking.com/hotel/sa/sumou-alkhobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=264847410_203121827_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=119&highlighted_blocks=264847410_203121827_2_1_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=264847410_203121827_2_1_0__21000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
119,( راندان ) Randan~, Riyadh,SAR 213,4,null,5849745,7.5, 24 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(1 double, 1 sofa bed)", +SAR 22 taxes and charges  , Good ,Reservation possible without a credit card,null,46.5722681070404,24.6353737952456,https://www.booking.com/hotel/sa/rndn-randan.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=584974502_228751079_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=120&highlighted_blocks=584974502_228751079_2_0_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=584974502_228751079_2_0_0__21250&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
120,نوفا مخرج 25 الدائرى الجنوبى, Riyadh,SAR 215,4,null,6229395,6.3, 5 reviews ,Deluxe Double Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 double)", includes taxes and charges , Review score ,null,null,46.646863,24.596519,https://www.booking.com/hotel/sa/nova-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=622939501_242686295_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=121&highlighted_blocks=622939501_242686295_2_0_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=622939501_242686295_2_0_0__21500&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
121,Address Sharurah Hotel, Sharurah,SAR 219,4,Only 4 rooms like this left on our site,2871982,8.3, 91 reviews ,Standard Double Room,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 11 taxes and charges  , Very good ,Reservation possible without a credit card,null,47.100416,17.494336,https://www.booking.com/hotel/sa/rens-inn-sharourah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=287198202_108305687_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=122&highlighted_blocks=287198202_108305687_2_2_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=287198202_108305687_2_2_0__21900&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
122,Dammam Palace Hotel, Dammam,SAR 220,4,Only 3 rooms like this left on our site,183809,8.1," 1,224 reviews ",Standard Twin Room,null,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 17 taxes and charges  , Very good ,null,null,50.1036603748799,26.4288274046326,https://www.booking.com/hotel/sa/dammam-palace.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=18380910_181957317_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=123&highlighted_blocks=18380910_181957317_0_2_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=18380910_181957317_0_2_0__22000&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
123,السمحة للوحدات السكنية, Jeddah,SAR 225,4,Only 5 like this left on our site,6132723,,null,King Studio with Sofa Bed,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(1 extra-large double, 1 sofa bed)", includes taxes and charges ,null,Reservation possible without a credit card,null,39.201172,21.737821,https://www.booking.com/hotel/sa/lsmh-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=613272302_239896680_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=124&highlighted_blocks=613272302_239896680_2_0_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=613272302_239896680_2_0_0__22500&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
124,Best Western Plus Buraidah, Buraydah,SAR 226,4,Only 1 room left like this on our site,2013730,7.9," 1,281 reviews ",Grand Non-smoking 1 King Bed Room,null,null,Max persons: 2,null, +SAR 17 taxes and charges  , Good ,Reservation possible without a credit card,null,43.9301865175366,26.3629386791089,https://www.booking.com/hotel/sa/best-western-plus-buraidah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=201373024_123505245_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=125&highlighted_blocks=201373024_123505245_2_2_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=201373024_123505245_2_2_0__22644&srepoch=1587182871&srpvid=b7ae1d0bdd6f009f&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
125,Al Muhaidab Residence Al Ahsa, Al Ahsa,SAR 229,4,Only 5 rooms like this left on our site,2238301,8.1," 1,782 reviews ",Deluxe Double Room (2 Adults + 1 Child),No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 23 taxes and charges  , Very good ,Reservation possible without a credit card,null,49.5541567588225,25.3620676203119,https://www.booking.com/hotel/sa/garden-plaza-salmaniah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=223830107_204140614_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=126&highlighted_blocks=223830107_204140614_2_2_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=223830107_204140614_2_2_0__22900&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
126,Gulanar Hotel, Unayzah,SAR 230,4,Only 2 rooms like this left on our site,3597731,8.6, 827 reviews ,Standard Double Room,null,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 18 taxes and charges  , Fabulous ,Reservation possible without a credit card,null,43.9985034653321,26.0928055180451,https://www.booking.com/hotel/sa/fndq-jlnr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=359773114_235869339_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=127&highlighted_blocks=359773114_235869339_2_0_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=359773114_235869339_2_0_0__23000&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
127,Intour Al Khafji Hotel, Al Khafji,SAR 230,4,null,458432,8.4, 554 reviews ,Standard  Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 18 taxes and charges  , Very good ,null,null,48.4861287474632,28.461376930902,https://www.booking.com/hotel/sa/antour-al-khafji-for-furnished-aprtments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=45843205_219837798_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=128&highlighted_blocks=45843205_219837798_0_42_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=45843205_219837798_0_42_0__23000&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
128,Lahoya Hotel & Suites," Al Shatiea, Jeddah",SAR 230,4,Only 6 rooms like this left on our site,5638019,7.9, 85 reviews ,Standard Double Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 double)", +SAR 17 taxes and charges  , Good ,null,null,39.1164089205322,21.6050710128494,https://www.booking.com/hotel/sa/lahoya-aparthotel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=563801905_230112438_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=129&highlighted_blocks=563801905_230112438_0_2_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=563801905_230112438_0_2_0__23040&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
129,SEVEN PALACES HOTEL, Hafr Al Baten,SAR 237,4,Only 5 rooms like this left on our site,6269930,9.1, 16 reviews ,Budget Double Room,null,null,Max persons: 2,"1 bed
(1 large double)", includes taxes and charges , Superb ,Reservation possible without a credit card,Breakfast included,45.9747283326798,28.428074020898,https://www.booking.com/hotel/sa/seven-palaces-hafer-al-baten.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=626993004_254318565_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=130&highlighted_blocks=626993004_254318565_2_1_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=626993004_254318565_2_1_0__23699&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
130,Ofoq Al Raha Hotel Apartment, Taif,SAR 239,4,Only 5 like this left on our site,1082562,8.6, 842 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 25 taxes and charges  , Fabulous ,Reservation possible without a credit card,null,40.4346777498722,21.3259689122384,https://www.booking.com/hotel/sa/fq-lrhh-llshqq-lfndqyh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=108256201_184422034_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=131&highlighted_blocks=108256201_184422034_2_0_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=108256201_184422034_2_0_0__23946&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
131,Oasis Najran Hotel, Najran,SAR 245,4,Only 3 rooms like this left on our site,1306380,8.8, 595 reviews ,Twin Room,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 25 taxes and charges  , Fabulous ,null,null,44.2341183744522,17.557069588741,https://www.booking.com/hotel/sa/oasis-najran-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=130638001_190380670_0_34_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=132&highlighted_blocks=130638001_190380670_0_34_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=130638001_190380670_0_34_0__24500&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
132,Novotel Suites Riyadh Dyar," Al Olaya, Riyadh",SAR 248,4,Only 7 rooms like this left on our site,1348653,7.1," 1,183 reviews ",Standard Queen Room,null,null,Max persons: 2,"1 bed
(1 large double)", +SAR 25 taxes and charges  , Good ,null,null,46.676333,24.70737,https://www.booking.com/hotel/sa/suite-novotel-riyadh-dyar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=134865301_94589967_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=133&highlighted_blocks=134865301_94589967_2_42_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=134865301_94589967_2_42_0__24750&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
133,Al Rashid Residence," Al Olayya, Al Khobar",SAR 250,4,Only 2 like this left on our site,1755842,8.5," 1,117 reviews ",Studio,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 26 taxes and charges  , Very good ,null,null,50.1803272658844,26.2933380348301,https://www.booking.com/hotel/sa/lrshd-rzydns.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=175584201_233219877_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=134&highlighted_blocks=175584201_233219877_0_0_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=175584201_233219877_0_0_0__25000&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
134,Il Villaggio Luxury Villas," King Abdul Aziz Road, Jeddah",SAR 250,0,Only 1 left like this on our site,1307507,8.4, 362 reviews ,Apartment in The Roof (2 Adults + 1 Child),No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 13 taxes and charges  , Very good ,null,null,39.1284137964249,21.5514589993217,https://www.booking.com/hotel/sa/il-villaggio-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=130750705_186817688_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=135&highlighted_blocks=130750705_186817688_0_2_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=130750705_186817688_0_2_0__25000&srepoch=1587182880&srpvid=11841d0f99d3006e&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
